"date","WIREI-open","WIREI-close","WIREI-vol"
"12/31/1901",3078.06,3078.06,0
"12/31/1902",2182.63,2182.63,0
"12/31/1903",2462.45,2462.45,0
"12/31/1904",3001.11,3001.11,0
"12/31/1905",3609.73,3609.73,0
"12/31/1906",2924.16,2924.16,0
"12/31/1907",2471.92,2471.92,0
"12/31/1908",2216.21,2216.21,0
"12/31/1909",2875.46,2875.46,0
"12/31/1910",2616.35,2616.35,0
"12/31/1911",2341.06,2341.06,0
"12/31/1912",2686.31,2686.31,0
"12/31/1913",2585.57,2585.57,0
"12/31/1914",2452.36,2452.36,0
"12/31/1915",2569.51,2569.51,0
"12/31/1916",2890.7,2890.7,0
"12/31/1917",2607.3,2607.3,0
"12/31/1918",2374.51,2374.51,0
"12/31/1919",3239.07,3239.07,0
"12/31/1920",4043.08,4043.08,0
"12/31/1921",4506.28,4506.28,0
"12/31/1922",4729.71,4729.71,0
"12/31/1923",4959.34,4959.34,0
"12/31/1924",4945.56,4945.56,0
"12/31/1925",5101.33,5101.33,0
"12/31/1926",6123.73,6123.73,0
"12/31/1927",6418.22,6418.22,0
"12/31/1928",7642.09,7642.09,0
"12/31/1929",7387.35,7387.35,0
"12/31/1930",6579.36,6579.36,0
"12/31/1931",5897.97,5897.97,0
"12/31/1932",3324.31,3324.31,0
"12/31/1933",5540.51,5540.51,0
"12/31/1934",3957.51,3957.51,0
"12/31/1935",4617.09,4617.09,0
"12/31/1936",5367.37,5367.37,0
"12/31/1937",5163.86,5163.86,0
"12/31/1938",4469.56,4469.56,0
"12/31/1939",5015.79,5015.79,0
"12/31/1940",4505.98,4505.98,0
"12/31/1941",4112.04,4112.04,0
"12/31/1942",4049.03,4049.03,0
"12/31/1943",3668.68,3668.68,0
"12/31/1944",3714.51,3714.51,0
"12/31/1945",3349.94,3349.94,0
"12/31/1946",4116.81,4116.81,0
"12/31/1947",4969.84,4969.84,0
"12/31/1948",6276.59,6276.59,0
"12/31/1949",7213.55,7213.55,0
"12/31/1950",6208.63,6208.63,0
"12/31/1951",8581.59,8581.59,0
"12/31/1952",8150.8,8150.8,0
"12/31/1953",9233.46,9233.46,0
"12/31/1954",10160.05,10160.05,0
"12/31/1955",12372.51,12372.51,0
"12/31/1956",14334.62,14334.62,0
"12/31/1957",15534.31,15534.31,0
"12/31/1958",14102.15,14102.15,0
"12/31/1959",14401.27,14401.27,0
"12/31/1960",16498.3,16498.3,0
"12/31/1961",17449.28,17449.28,0
"12/31/1962",18736.76,18736.76,0
"1/3/1963",17732,17732,42
"2/28/1963",18247,18247,35
"3/29/1963",18763,18763,44
"4/30/1963",18763,18763,52
"5/31/1963",18041,18041,58
"6/28/1963",18556,18556,48
"7/31/1963",18969,18969,62
"8/30/1963",18350,18350,56
"9/30/1963",18453,18453,49
"10/31/1963",18144,18144,44
"11/29/1963",18969,18969,39
"12/31/1963",19278,19278,31
"1/31/1964",18350,18350,39
"2/28/1964",18556,18556,46
"3/31/1964",19587,19587,53
"4/30/1964",19381,19381,49
"5/28/1964",19897,19897,52
"6/30/1964",19381,19381,53
"7/31/1964",19690,19690,54
"8/31/1964",19484,19484,56
"9/30/1964",19484,19484,48
"10/30/1964",19484,19484,45
"11/30/1964",19897,19897,37
"12/31/1964",21649,21649,33
"1/29/1965",21340,21340,38
"2/26/1965",21031,21031,44
"3/31/1965",20412,20412,53
"4/30/1965",20515,20515,49
"5/28/1965",20206,20206,54
"6/30/1965",20412,20412,57
"7/30/1965",21649,21649,51
"8/31/1965",20824,20824,58
"9/30/1965",20206,20206,48
"10/29/1965",20515,20515,44
"11/30/1965",21237,21237,42
"12/31/1965",20928,20928,37
"1/31/1966",21855,21855,42
"2/28/1966",21546,21546,43
"3/31/1966",21443,21443,53
"4/29/1966",23711,23711,49
"5/31/1966",22989,22989,49
"6/30/1966",21855,21855,40
"7/29/1966",22474,22474,40
"8/31/1966",21340,21340,36
"9/30/1966",22886,22886,29
"10/31/1966",21443,21443,31
"11/30/1966",22371,22371,26
"12/30/1966",22371,22371,23
"1/31/1967",22886,22886,29
"2/28/1967",23092,23092,32
"3/31/1967",23092,23092,41
"4/28/1967",22989,22989,44
"5/31/1967",24433,24433,49
"6/30/1967",24639,24639,47
"7/31/1967",24020,24020,46
"8/31/1967",22371,22371,47
"9/29/1967",23505,23505,43
"10/31/1967",22989,22989,45
"11/30/1967",23814,23814,34
"12/29/1967",22886,22886,31
"1/31/1968",24123,24123,35
"2/29/1968",24226,24226,43
"3/29/1968",25360,25360,46
"4/30/1968",25257,25257,46
"5/31/1968",26082,26082,43
"6/28/1968",26185,26185,41
"7/30/1968",25360,25360,44
"8/30/1968",25773,25773,47
"9/30/1968",25773,25773,41
"10/31/1968",26391,26391,40
"11/29/1968",25360,25360,32
"12/31/1968",27319,27319,32
"1/31/1969",25360,25360,34
"2/28/1969",26804,26804,40
"3/28/1969",27010,27010,43
"4/30/1969",26701,26701,42
"5/29/1969",27732,27732,43
"6/30/1969",25979,25979,44
"7/31/1969",27628,27628,39
"8/29/1969",25670,25670,40
"9/30/1969",26804,26804,33
"10/31/1969",25154,25154,32
"11/28/1969",25670,25670,31
"12/31/1969",25876,25876,28
"1/30/1970",24330,24330,34
"2/27/1970",24845,24845,29
"3/31/1970",24845,24845,36
"4/30/1970",24948,24948,42
"5/29/1970",26494,26494,43
"6/30/1970",24536,24536,44
"7/31/1970",23608,23608,44
"8/31/1970",24226,24226,48
"9/30/1970",23299,23299,45
"10/30/1970",22783,22783,44
"11/30/1970",24226,24226,40
"12/31/1970",22989,22989,37
"1/29/1971",24639,24639,45
"2/26/1971",25257,25257,49
"3/31/1971",25051,25051,62
"4/30/1971",26598,26598,62
"5/28/1971",26288,26288,58
"6/30/1971",26907,26907,59
"7/30/1971",25979,25979,64
"8/31/1971",26082,26082,62
"9/30/1971",26185,26185,50
"10/29/1971",26391,26391,52
"11/30/1971",26494,26494,50
"12/31/1971",26082,26082,44
"1/31/1972",25464,25464,51
"2/29/1972",27319,27319,56
"3/30/1972",28247,28247,60
"4/28/1972",27525,27525,65
"5/31/1972",27835,27835,64
"6/30/1972",27628,27628,63
"7/31/1972",28556,28556,63
"8/31/1972",28969,28969,72
"9/29/1972",28866,28866,61
"10/31/1972",29793,29793,65
"11/30/1972",30000,30000,51
"12/29/1972",30618,30618,47
"1/31/1973",30824,30824,55
"2/28/1973",30618,30618,60
"3/30/1973",32371,32371,68
"4/30/1973",33814,33814,63
"5/31/1973",32989,32989,65
"6/29/1973",34123,34123,61
"7/31/1973",35257,35257,54
"8/31/1973",34226,34226,52
"9/28/1973",34226,34226,46
"10/31/1973",34329,34329,42
"11/30/1973",35051,35051,37
"12/31/1973",36804,36804,30
"1/31/1974",35257,35257,37
"2/28/1974",35979,35979,44
"3/29/1974",37113,37113,55
"4/30/1974",36804,36804,53
"5/31/1974",36804,36804,58
"6/28/1974",36185,36185,50
"7/31/1974",37938,37938,48
"8/30/1974",36804,36804,45
"9/30/1974",37319,37319,41
"10/31/1974",38350,38350,34
"11/29/1974",38453,38453,30
"12/31/1974",38556,38556,24
"1/31/1975",38350,38350,29
"2/28/1975",39250,39250,34
"3/31/1975",40450,40450,44
"4/30/1975",40600,40600,54
"5/30/1975",41350,41350,57
"6/30/1975",40200,40200,51
"7/31/1975",40450,40450,51
"8/29/1975",39700,39700,53
"9/30/1975",41550,41550,46
"10/31/1975",42300,42300,46
"11/28/1975",42400,42400,46
"12/31/1975",44000,44000,39
"1/30/1976",43450,43450,41
"2/27/1976",44300,44300,53
"3/31/1976",45200,45200,55
"4/30/1976",45050,45050,62
"5/28/1976",45550,45550,55
"6/30/1976",47650,47650,56
"7/30/1976",46300,46300,57
"8/31/1976",46350,46350,59
"9/30/1976",46450,46450,58
"10/29/1976",47850,47850,55
"11/30/1976",47900,47900,49
"12/31/1976",48250,48250,47
"1/31/1977",48100,48100,57
"2/28/1977",50000,50000,68
"3/31/1977",48900,48900,84
"4/29/1977",51650,51650,81
"5/31/1977",51850,51850,78
"6/30/1977",51300,51300,74
"7/29/1977",51100,51100,64
"8/31/1977",51650,51650,74
"9/30/1977",51200,51200,71
"10/31/1977",54300,54300,63
"11/30/1977",54800,54800,55
"12/30/1977",55150,55150,51
"1/31/1978",55400,55400,57
"2/28/1978",56150,56150,63
"3/31/1978",56550,56550,75
"4/28/1978",56300,56300,85
"5/31/1978",59000,59000,80
"6/30/1978",59950,59950,77
"7/31/1978",58850,58850,68
"8/31/1978",59550,59550,72
"9/29/1978",60850,60850,68
"10/31/1978",62000,62000,70
"11/30/1978",62500,62500,53
"12/29/1978",63650,63650,50
"1/31/1979",64000,64000,53
"2/28/1979",64950,64950,58
"3/30/1979",64450,64450,73
"4/30/1979",66800,66800,72
"5/31/1979",67300,67300,68
"6/29/1979",69250,69250,63
"7/31/1979",67850,67850,64
"8/31/1979",69000,69000,68
"9/28/1979",71400,71400,60
"10/31/1979",66900,66900,54
"11/30/1979",69050,69050,41
"12/31/1979",67050,67050,35
"1/31/1980",67650,67650,43
"2/29/1980",70750,70750,44
"3/31/1980",67100,67100,44
"4/30/1980",68850,68850,36
"5/30/1980",67950,67950,44
"6/30/1980",70250,70250,50
"7/31/1980",70350,70350,55
"8/29/1980",69700,69700,61
"9/30/1980",74200,74200,50
"10/31/1980",71550,71550,46
"11/28/1980",74250,74250,39
"12/31/1980",74200,74200,33
"1/30/1981",74150,74150,37
"2/27/1981",73100,73100,40
"3/31/1981",74150,74150,49
"4/30/1981",76700,76700,44
"5/29/1981",77200,77200,45
"6/30/1981",76750,76750,38
"7/31/1981",76050,76050,36
"8/31/1981",79800,79800,34
"9/30/1981",73550,73550,28
"10/30/1981",76050,76050,29
"11/30/1981",78250,78250,27
"12/31/1981",75600,75600,29
"1/29/1982",72100,72100,28
"2/26/1982",73200,73200,29
"3/31/1982",75450,75450,36
"4/30/1982",77600,77600,32
"5/28/1982",77900,77900,36
"6/30/1982",77100,77100,34
"7/30/1982",78700,78700,31
"8/31/1982",78300,78300,36
"9/30/1982",73700,73700,39
"10/29/1982",74800,74800,40
"11/30/1982",80650,80650,39
"12/31/1982",79200,79200,33
"1/31/1983",80350,80350,44
"2/28/1983",80300,80300,46
"3/31/1983",79350,79350,57
"4/29/1983",81150,81150,59
"5/31/1983",81650,81650,64
"6/30/1983",83350,83350,59
"7/29/1983",82200,82200,51
"8/31/1983",84050,84050,50
"9/30/1983",89400,89400,48
"10/31/1983",82700,82700,51
"11/30/1983",83650,83650,45
"12/30/1983",83800,83800,48
"1/31/1984",84200,84200,52
"2/29/1984",86800,86800,58
"3/30/1984",88050,88050,63
"4/30/1984",87900,87900,61
"5/31/1984",91650,91650,59
"6/29/1984",89650,89650,58
"7/31/1984",88900,88900,52
"8/31/1984",89450,89450,48
"9/28/1984",91300,91300,53
"10/31/1984",87900,87900,55
"11/30/1984",91950,91950,42
"12/31/1984",87300,87300,38
"1/31/1985",90400,90400,48
"2/28/1985",89100,89100,55
"3/29/1985",92550,92550,67
"4/30/1985",95150,95150,60
"5/31/1985",89100,89100,65
"6/28/1985",92950,92950,65
"7/31/1985",90750,90750,63
"8/30/1985",91250,91250,61
"9/30/1985",93650,93650,54
"10/31/1985",94050,94050,52
"11/29/1985",95650,95650,51
"12/30/1985",97000,97000,47
"1/31/1986",95350,95350,55
"2/28/1986",98150,98150,59
"3/31/1986",98350,98350,89
"4/30/1986",101400,101400,84
"5/30/1986",103350,103350,75
"6/30/1986",101050,101050,66
"7/31/1986",105450,105450,57
"8/29/1986",102350,102350,52
"9/30/1986",104500,104500,60
"10/31/1986",105650,105650,54
"11/28/1986",103800,103800,48
"12/31/1986",106950,106950,49
"1/30/1987",110300,110300,53
"2/27/1987",108250,108250,59
"3/31/1987",108950,108950,73
"4/30/1987",107300,107300,72
"5/29/1987",115750,115750,62
"6/30/1987",122400,122400,58
"7/31/1987",116800,116800,55
"8/31/1987",117650,117650,56
"9/30/1987",120000,120000,52
"10/30/1987",116150,116150,52
"11/30/1987",128100,128100,43
"12/31/1987",124000,124000,37
"1/29/1988",131700,131700,43
"2/29/1988",124250,124250,55
"3/31/1988",121050,121050,68
"4/29/1988",123000,123000,68
"5/31/1988",121750,121750,64
"6/30/1988",124000,124000,65
"7/29/1988",129650,129650,57
"8/31/1988",125300,125300,59
"9/30/1988",129650,129650,54
"10/31/1988",125100,125100,57
"11/30/1988",123850,123850,43
"12/30/1988",134350,134350,42
"1/31/1989",125800,125800,52
"2/28/1989",131650,131650,51
"3/31/1989",136000,136000,58
"4/28/1989",130700,130700,60
"5/31/1989",132050,132050,61
"6/30/1989",138200,138200,58
"7/31/1989",128150,128150,62
"8/31/1989",140750,140750,61
"9/29/1989",135550,135550,49
"10/31/1989",135400,135400,51
"11/30/1989",138200,138200,47
"12/29/1989",139750,139750,40
"1/31/1990",138350,138350,45
"2/28/1990",138900,138900,50
"3/30/1990",132000,132000,58
"4/30/1990",141700,141700,52
"5/31/1990",137800,137800,50
"6/29/1990",137700,137700,50
"7/31/1990",134250,134250,46
"8/31/1990",131550,131550,46
"9/28/1990",127550,127550,38
"10/31/1990",136500,136500,37
"11/30/1990",131100,131100,34
"12/31/1990",140200,140200,29
"1/31/1991",133250,133250,30
"2/28/1991",133850,133850,40
"3/28/1991",139450,139450,51
"4/30/1991",135900,135900,50
"5/31/1991",130700,130700,47
"6/28/1991",132450,132450,47
"7/31/1991",134100,134100,43
"8/30/1991",131300,131300,46
"9/30/1991",133650,133650,37
"10/31/1991",135000,135000,41
"11/29/1991",130100,130100,39
"12/31/1991",132500,132500,36
"1/31/1992",132100,132100,48
"2/28/1992",131000,131000,55
"3/31/1992",132400,132400,56
"4/30/1992",132500,132500,53
"5/29/1992",129500,129500,52
"6/30/1992",135550,135550,53
"7/31/1992",127850,127850,52
"8/31/1992",134400,134400,56
"9/30/1992",130850,130850,51
"10/30/1992",136700,136700,48
"11/30/1992",138050,138050,42
"12/31/1992",136100,136100,42
"1/29/1993",128200,128450,44
"2/26/1993",136500,139400,50
"3/31/1993",135500,135800,60
"4/30/1993",136950,137700,66
"5/28/1993",140900,141100,58
"6/30/1993",134000,135100,59
"7/30/1993",133700,133650,55
"8/31/1993",140500,138600,57
"9/30/1993",140300,139750,57
"10/29/1993",134400,135950,56
"11/30/1993",140950,141250,53
"12/31/1993",133150,135700,51
"1/31/1994",139050,139700,46
"2/28/1994",144700,140300,58
"3/31/1994",142550,142550,74
"4/29/1994",142500,140950,65
"5/31/1994",139500,140850,65
"6/30/1994",146350,145950,55
"7/29/1994",133850,134400,52
"8/31/1994",143050,144100,59
"9/30/1994",142300,143450,54
"10/31/1994",140350,142500,57
"11/30/1994",142300,142650,45
"12/30/1994",145100,147300,40
"1/31/1995",133350,137650,47
"2/28/1995",144400,147600,47
"3/31/1995",144250,141650,60
"4/28/1995",144600,145900,58
"5/31/1995",146500,145950,63
"6/30/1995",146900,146950,64
"7/31/1995",146600,142600,64
"8/31/1995",147800,148450,63
"9/29/1995",145200,142800,54
"10/31/1995",143400,145700,54
"11/30/1995",144000,148850,46
"12/29/1995",151250,152100,45
"1/31/1996",139050,143600,54
"2/29/1996",148900,151550,68
"3/29/1996",150150,149550,70
"4/30/1996",156200,155000,70
"5/31/1996",148650,149900,69
"6/28/1996",151650,153250,65
"7/31/1996",156400,156300,66
"8/30/1996",146400,148350,73
"9/30/1996",154550,153200,62
"10/31/1996",152650,156100,56
"11/29/1996",160000,157750,54
"12/31/1996",157500,158350,51
"1/31/1997",158900,158450,61
"2/28/1997",158850,157050,69
"3/31/1997",157000,160350,81
"4/30/1997",167400,164750,70
"5/30/1997",153400,155850,71
"6/30/1997",159650,162200,71
"7/31/1997",161550,160700,69
"8/29/1997",158650,157350,72
"9/30/1997",159450,161900,67
"10/31/1997",157500,157200,62
"11/28/1997",157550,160200,61
"12/31/1997",160200,160850,51
"1/30/1998",163800,163300,64
"2/27/1998",166350,168800,75
"3/31/1998",168700,165600,81
"4/30/1998",160100,162350,82
"5/29/1998",167200,168350,82
"6/30/1998",160400,161950,83
"7/31/1998",161000,164850,75
"8/31/1998",167050,170700,75
"9/30/1998",166350,168850,68
"10/30/1998",167450,168650,69
"11/30/1998",162050,164800,70
"12/31/1998",166750,167900,61
"1/29/1999",173600,168000,67
"2/26/1999",172600,175700,76
"3/31/1999",170900,173300,84
"4/30/1999",176300,176050,86
"5/28/1999",167500,171150,80
"6/30/1999",176750,176600,82
"7/30/1999",171000,173650,78
"8/31/1999",174550,173950,78
"9/30/1999",178450,179000,65
"10/29/1999",178950,180650,67
"11/30/1999",188600,191750,61
"12/31/1999",180700,183450,57
"1/31/2000",174600,181900,67
"2/29/2000",182250,180800,78
"3/31/2000",183700,185000,88
"4/28/2000",184700,184950,78
"5/31/2000",183150,182350,77
"6/30/2000",177650,178900,71
"7/31/2000",181400,185600,76
"8/31/2000",184000,183400,73
"9/29/2000",183650,189900,70
"10/31/2000",196650,195700,71
"11/30/2000",187850,192700,63
"12/29/2000",180100,185050,65
"1/31/2001",188000,190150,72
"2/28/2001",188950,190050,85
"3/30/2001",187150,188250,94
"4/30/2001",182650,190350,84
"5/31/2001",191000,193350,80
"6/29/2001",184950,195550,79
"7/31/2001",188350,192150,76
"8/31/2001",184550,190600,74
"9/28/2001",179050,184850,66
"10/31/2001",186300,189200,66
"11/30/2001",177050,187500,67
"12/31/2001",197800,204450,66
"1/31/2002",204750,207000,66
"2/28/2002",201350,208800,84
"3/28/2002",199800,205250,90
"4/30/2002",206300,207600,86
"5/31/2002",197250,203750,88
"6/28/2002",201800,207900,84
"7/31/2002",192850,196700,82
"8/30/2002",198150,200100,90
"9/30/2002",197200,196400,82
"10/31/2002",200900,210250,77
"11/29/2002",193100,204150,73
"12/31/2002",212450,217700,70
"1/31/2003",205450,205950,76
"2/28/2003",211900,210200,82
"3/31/2003",205950,208100,98
"4/30/2003",210050,213350,91
"5/30/2003",218850,219600,101
"6/30/2003",215250,213800,107
"7/31/2003",223750,219300,99
"8/29/2003",211000,215750,105
"9/30/2003",221800,223250,90
"10/31/2003",220550,218450,88
"11/28/2003",241800,237700,76
"12/31/2003",229350,224950,75
"1/30/2004",227800,235800,89
"2/27/2004",231350,241850,102
"3/31/2004",231100,235300,123
"4/30/2004",245800,245800,109
"5/28/2004",227550,236050,115
"6/30/2004",236150,239450,105
"7/30/2004",240800,245800,96
"8/31/2004",237950,245150,102
"9/30/2004",226400,240400,94
"10/29/2004",254250,259400,101
"11/30/2004",237200,253850,84
"12/31/2004",249300,256950,83
"1/31/2005",240650,253050,92
"2/28/2005",259550,263200,109
"3/31/2005",246800,259450,127
"4/29/2005",257150,262700,116
"5/31/2005",249200,257850,120
"6/30/2005",241100,252850,115
"7/29/2005",239400,259250,117
"8/31/2005",251850,267550,110
"9/30/2005",251400,270000,99
"10/31/2005",258900,268750,105
"11/30/2005",254250,266150,86
"12/30/2005",247350,264400,87
"1/31/2006",264850,272950,89
"2/28/2006",263550,279350,88
"3/31/2006",251650,268800,108
"4/29/2006",268400,283650,100
"5/30/2006",264800,266050,102
"6/30/2006",260950,274100,98
"7/30/2006",261750,274700,83
"8/30/2006",270700,280600,88
"9/30/2006",255150,261450,80
"10/30/2006",279100,278600,74
"11/30/2006",273300,265950,71
"12/30/2006",262550,273300,71
"1/30/2007",276400,284500,66
"2/28/2007",290500,286150,68
"3/31/2007",292450,296000,80
"4/30/2007",264100,277100,83
"5/30/2007",274550,277350,79
"6/30/2007",277050,271000,73
"7/30/2007",270150,276650,68
"8/30/2007",258850,268900,60
"9/30/2007",263000,266250,53
"10/30/2007",261800,272200,57
"11/30/2007",266200,282950,45
"12/31/2007",243250,256050,44
"1/30/2008",246300,258500,44
"2/28/2008",270250,273250,48
"3/31/2008",259900,258450,49
"4/30/2008",283550,280350,49
"5/30/2008",271150,263750,49
"6/30/2008",264750,266850,45
"7/31/2008",262650,269600,43
"8/31/2008",242900,243250,38
"9/30/2008",246950,256150,35
"10/30/2008",245150,243600,32
"11/30/2008",253950,255850,27
"12/31/2008",226700,246350,26
"1/30/2009",217850,226900,24
"2/27/2009",225950,234150,29
"3/31/2009",229700,232450,31
"4/30/2009",231850,244500,32
"5/31/2009",247950,248450,34
"6/30/2009",241550,244750,37
"7/31/2009",239650,242650,38
"8/31/2009",226000,232450,36
"9/30/2009",243700,253450,30
"10/31/2009",236650,239450,33
"11/30/2009",248850,246750,26
"12/31/2009",255950,250450,24
"1/31/2010",229000,250800,24
"2/28/2010",251550,253000,27
"3/31/2010",236300,243850,36
"4/30/2010",223950,239400,41
"5/31/2010",232150,255800,26
"6/30/2010",228150,238100,28
"7/30/2010",219650,232100,26
"8/30/2010",226750,247700,23
"9/30/2010",240650,249400,25
"10/30/2010",221550,229300,23
"11/30/2010",240850,250650,20
"12/30/2010",266450,261450,23
"1/31/2011",245450,257900,21
"2/28/2011",224050,241450,22
"3/31/2011",230300,240650,28
"4/28/2011",243400,246800,30
"5/31/2011",244500,242350,28
"6/30/2011",252100,256650,28
"7/31/2011",247150,250100,27
"8/31/2011",227550,239450,25
"9/30/2011",224150,236200,25
"10/31/2011",227300,241550,25
"11/30/2011",228500,232150,23
"12/31/2011",238150,240750,24
"1/31/2012",239350,243700,23
"2/29/2012",250700,256500,30
"3/31/2012",262850,261700,34
"4/30/2012",259150,262150,34
"5/31/2012",285850,288850,40
"6/30/2012",253250,252200,34
"7/31/2012",243700,259850,33
"8/31/2012",276100,279350,31
"9/30/2012",267400,276150,30
"10/31/2012",258300,266300,29
"11/30/2012",272950,267850,28
"12/31/2012",276450,278750,28
"1/31/2013",256350,279200,32
"2/28/2013",280250,288800,36
"3/31/2013",263450,278850,41
"4/30/2013",301200,308150,43
"6/30/2013",272350,282950,43
"7/31/2013",289950,296050,33
"8/31/2013",286750,283050,31
"9/30/2013",285650,295600,31
"10/31/2013",283750,300000,36
"11/30/2013",305600,306350,32
"12/31/2013",290800,298350,31
"1/31/2014",291450,303550,33
"2/28/2014",289800,297150,35
"3/31/2014",312100,306900,39
"4/30/2014",297950,299800,39
"5/31/2014",300600,304550,43
"6/30/2014",302450,312550,38
"7/31/2014",304450,312800,35
"8/30/2014",311750,323950,36
"9/30/2014",286100,290300,37
"10/31/2014",332650,341700,38
"11/30/2014",301350,330750,31
"12/31/2014",337950,337750,35
"1/31/2015",321300,324000,39
"2/28/2015",308250,324900,45
"3/31/2015",314400,323050,46
"4/30/2015",319400,313700,48
"5/31/2015",309900,314100,47
"6/30/2015",305250,309250,43
"7/31/2015",323750,319150,43
"8/31/2015",323050,324500,41
"9/30/2015",330500,337700,35
"10/30/2015",322500,332800,39
"11/30/2015",339950,346900,36
"12/31/2015",317650,328550,38
"1/31/2016",322250,328350,39
"2/28/2016",325150,330350,45
"3/31/2016",322100,339550,50
"4/30/2016",350450,350650,55
"5/31/2016",324650,323000,53
"6/30/2016",332450,342950,50
"7/30/2016",325200,325000,54
"8/31/2016",318800,333550,46
"9/30/2016",345600,348250,44
"10/30/2016",329700,321300,46
"11/30/2016",332650,341450,40
"12/30/2016",353250,361400,39
"1/30/2017",336900,339600,45
"2/28/2017",434300,334250,51
"3/31/2017",351365,353050,61
"4/30/2017",338750,338450,56
"5/31/2017",376100,351000,57
"6/30/2017",345150,342900,56
"7/30/2017",342450,347650,48
"8/30/2017",334150,341700,45
"9/30/2017",352450,355400,50
"10/30/2017",356500,356750,49
"11/30/2017",347900,365950,50
"12/30/2017",367100,373100,45
"1/31/2018",351350,353700,48
"2/28/2018",348300,350400,54
"3/31/2018",353550,350450,65
"4/30/2018",359850,356550,62
"5/31/2018",340750,340750,65
