,,,,,,,,
,"Model implied real yields, AOT5",,,,,,,
"Dates (qrts)","3m","6m","1y","2y","3y","5y","7y","10y"
1974.4,-0.0138154040162685,-0.0117118536571962,-0.00861487133127593,-0.00470222410089007,-0.00205642014010815,0.00192482255709034,0.00511924622223886,0.00903830187809909
1975.1,-0.0159969282833624,-0.0136829092236716,-0.00993897172417549,-0.0045561396059876,-0.000684249259383859,0.00481692922600279,0.00869666297371354,0.0128913522720753
1975.2,0.00203606592142775,0.00318907589864652,0.00519612141840603,0.00838526941934235,0.0108605075204531,0.0145353655674504,0.0171823320903663,0.0200568554416003
1975.3,0.00903855935320788,0.00998341064854305,0.0115898529240946,0.0140754891789014,0.0159803140846422,0.018814825961959,0.0208770707337266,0.0231372310567388
1975.4,-0.00314389094095356,-0.00147899720576362,0.00135032790798145,0.00567500745059934,0.00889415069069826,0.0134532085509019,0.0165696808149747,0.0197982022137633
1976.1,0.00369676062850568,0.00481295252412307,0.00687053436502848,0.0103271634823401,0.013056790729242,0.0170164187411522,0.0197273308721096,0.0225042345070357
1976.2,0.010649477733027,0.0111467029660747,0.0122271557372271,0.0143626961801264,0.0162339409369935,0.0191556844464749,0.0212853981317817,0.0235787908005762
1976.3,-0.000232804354452137,0.001256698590251,0.00380902736727499,0.00775385379828283,0.0107158186810284,0.0149354933829568,0.0178315682465695,0.020837794795969
1976.4,-0.0117001485215014,-0.00967231338161155,-0.00626752531860442,-0.00113563822447201,0.00265903760626525,0.00804956238159972,0.0117751226917681,0.0156939575495413
1977.1,-0.0103729862600862,-0.00814960516360425,-0.0044510331628959,0.00103057208561521,0.00500110408339655,0.0104958390999565,0.014173465153852,0.0179197939375851
1977.2,-0.00725736279821253,-0.00560305088691136,-0.00280212832636428,0.00148505522502126,0.00471587150658859,0.00941522524042267,0.0127529751669058,0.0163518796113449
1977.3,0.00480019784094554,0.00553589373977884,0.00681891307073147,0.008916009253237,0.0106461146747852,0.013469185053436,0.0157344738323174,0.0184307661307219
1977.4,0.00795844991763717,0.00856049088823165,0.00965287096417337,0.0115217670953505,0.0131031663781447,0.0156991880919975,0.0177734447708347,0.0202234970273912
1978.1,0.00944702119753244,0.0102492097034544,0.0116266313548361,0.0138019245731606,0.0155148304564245,0.0181528194690722,0.0201455349508447,0.0224008729578858
1978.2,0.00805107516400674,0.00897686898222538,0.0104580762198094,0.012600594758687,0.0142130993896382,0.0167174467306291,0.0186819878209873,0.0209974765191273
1978.3,0.0194305589382147,0.0190364728210336,0.0184106856730561,0.017679018194183,0.0174413505036022,0.0178094845945701,0.0187010313071422,0.0202882015924833
1978.4,0.0303275099242264,0.0295095198320423,0.0280444872513547,0.0258223788857266,0.0244019301281548,0.0231314932623242,0.0229936197581952,0.0236248265592003
1979.1,0.0239052120425151,0.0235064321072736,0.0227442168196214,0.0215594420012612,0.020867271366821,0.020534739692545,0.0209565945210763,0.0220871436640685
1979.2,0.000699119503098138,0.00174358872164458,0.00318343885808742,0.0048693687986229,0.00605260428793295,0.00818840615511997,0.010257296158749,0.0131178752411276
1979.3,0.010906402870742,0.0111537159287352,0.0112489094617099,0.0109465760702707,0.0107495044422135,0.0111667510444797,0.012276607815177,0.014365965753189
1979.4,0.0166004244413592,0.0162995102672028,0.0155396988706916,0.0141037306925353,0.0131841997755648,0.0127433474538152,0.0133823687637581,0.0150897591794463
1980.1,0.0387948554233386,0.0371225333417396,0.0339904014089419,0.02891698750353,0.0253801731376871,0.0215414198040375,0.0201636348542085,0.0201004880638628
1980.2,-0.0254117730814185,-0.0225491541463693,-0.0179782703981409,-0.0115337726425168,-0.00697046937669198,-0.000540432545509353,0.00398442357360122,0.00888642321299564
1980.3,0.0168674611241808,0.0169662074524288,0.0171861520628333,0.0177100796635823,0.0183145165245763,0.0196203483862136,0.0209065072505641,0.022636855575026
1980.4,0.0334672850813884,0.0321938845214114,0.0299291650387455,0.02648357880235,0.0242197185730041,0.0219781230186004,0.021401302692623,0.0218229544186766
1981.1,0.0304175190687991,0.0297707193978872,0.0288424268877216,0.0278401357458184,0.0274213329121291,0.0273376152121583,0.0276638072736601,0.0283545868338222
1981.2,0.065449445625725,0.062447488525963,0.0577399214805632,0.0514650277202188,0.0474735957584775,0.042802833124902,0.0403143466388835,0.0383635127306316
1981.3,0.0722973637508285,0.0699837166274187,0.0664387091342138,0.0618000943844112,0.0587786232210523,0.0548508547537806,0.0522686855021475,0.0495656400728874
1981.4,0.0567966720286551,0.0550682569082394,0.0526759577701951,0.050078229098865,0.0486786110566406,0.0470126097879434,0.0458691784277973,0.0445248683304861
1982.1,0.07476135409247,0.071871793815713,0.0675405301835106,0.0620936873402785,0.0586973156103532,0.0544539488831916,0.0517620165723666,0.0490218068628914
1982.2,0.0796916059511681,0.0768220170792615,0.0725114564527242,0.0670439816950051,0.0635685806424727,0.0590725575175206,0.0560780702317588,0.0528821233710116
1982.3,0.0354784214998501,0.0355763817946886,0.0361711712096444,0.0378133093063276,0.0392673857327696,0.041090261122983,0.0418736970214831,0.0420709939125621
1982.4,0.0333036588867999,0.0328890069320549,0.0326944972573019,0.0333505314847368,0.0342677159201248,0.0356836489012249,0.0364854257911113,0.0370090023927699
1983.1,0.0508982617599062,0.049429273393591,0.0475621042873341,0.0459097157266063,0.0452571019435963,0.0446001979577612,0.0440595440198662,0.0432351594182131
1983.2,0.0515696910239391,0.0503446850065958,0.0487601313117209,0.0472768687981107,0.0466080183780941,0.0458144680653731,0.0451391464158771,0.0441546283537735
1983.3,0.0575896237879698,0.0559751430607192,0.0538816595531081,0.051902099133985,0.0509846471162754,0.0498553036028626,0.048884958850289,0.0474901783935402
1983.4,0.0536731865370148,0.0522740247412717,0.0505231835709939,0.0490202204203623,0.0484311479598673,0.0477444468347678,0.0470689894817309,0.045979198760914
1984.1,0.0631698641075273,0.0614722512028403,0.0592165569375349,0.0569336415839915,0.0557415357988382,0.0541355936152227,0.052763950901388,0.0508707446705889
1984.2,0.0693725924325745,0.0672307918659462,0.0644293526784686,0.0616966514831385,0.0603338388483966,0.0585060896956822,0.0568920229888511,0.0546050494164154
1984.3,0.0660032085904092,0.0638185350999857,0.0608028933764333,0.0575238645472444,0.0557210667459729,0.0534575836824306,0.0517984195070418,0.0497673187299758
1984.4,0.0451184990460918,0.0444735956808025,0.0439974121103753,0.0443773704728405,0.0450854100556269,0.045981014719813,0.0461516183372642,0.0456925592692668
1985.1,0.053594180894403,0.0525455436477632,0.0513948598415282,0.0507709905049419,0.050751590679844,0.0506435923258078,0.0501437296164357,0.0489972354562093
1985.2,0.0333765330173133,0.0333423225321011,0.0337949312432284,0.0353903842187032,0.0369108824222254,0.0389314265885345,0.0399076745432694,0.0403536085233353
1985.3,0.0363823622584726,0.0361013690634076,0.0361674071047156,0.0372446465240245,0.0384284938639913,0.04003534123842,0.0407708406753313,0.0410040440637499
1985.4,0.0383238465900086,0.0377119529921684,0.0370568981749054,0.0367922367405142,0.0369512762694753,0.0373454819359502,0.0375602829986054,0.0376151553228136
1986.1,0.0330307624686927,0.0324275547544211,0.0316717511519975,0.0310822524802778,0.0309876850388319,0.0312164807392637,0.031564718123732,0.0320505555321022
1986.2,0.0386093481944759,0.0374463958882307,0.0360079927012147,0.0348805321048464,0.0346184416528704,0.0346935342511847,0.0348764426856662,0.0350708705762296
1986.3,0.0224110180607753,0.0226862278605322,0.0234556467554458,0.0251949090361626,0.0267417548592348,0.0289968466212158,0.0304337089410332,0.0317301485015958
1986.4,0.0246024075015887,0.0245760195820198,0.0247762199204854,0.0255759467518745,0.0264446662169408,0.0279032326450046,0.0289800295596055,0.030111452568257
1987.1,0.0216160445195555,0.0219536929282032,0.0226672054360333,0.0240385962290444,0.0252135196224785,0.0270006486468306,0.0282569874045736,0.0295479650555548
1987.2,0.0242082938576798,0.0243865879806798,0.0249415917125035,0.0262706821251562,0.027490039348782,0.0293193784445956,0.0305261390350486,0.0316577412765134
1987.3,0.032047275352561,0.0319235930081774,0.0320902616914204,0.0330375880625728,0.0340369916426968,0.0354781897939239,0.0362789795508898,0.0368077326137035
1987.4,0.0256770844598394,0.0258907912386921,0.0266003775407437,0.0283153258755441,0.0298505771834973,0.0320189883509166,0.0333051571346974,0.0343353967394858
1988.1,0.0257609683365501,0.0257256915082374,0.0260523558454528,0.0272835916162605,0.0285429342201585,0.0304610287251005,0.0316895420491858,0.0327751562223863
1988.2,0.0243976232272797,0.0245678024760545,0.0251184153939751,0.0264569930077322,0.0276887426490501,0.0295312511533626,0.0307379349586466,0.0318577229632765
1988.3,0.0306859551176994,0.0302668640634751,0.029799719355171,0.0295982155811463,0.0297570374496504,0.0303002906611141,0.0308345740788357,0.0314884878601133
1988.4,0.0401258294656688,0.0391146555453925,0.0376700920724088,0.0360509093389557,0.0352211143894161,0.0344789732596014,0.0342250395052899,0.0341464325393155
1989.1,0.0506140400734181,0.0488191645267235,0.0460892683105789,0.0426318582679766,0.0405475445335769,0.0382310964001888,0.0370655900100184,0.0362025947415541
1989.2,0.031538392104675,0.030939966430874,0.0299885036106049,0.0287571490078708,0.0280850635664479,0.0276312618835203,0.0277470152867487,0.0282844104806592
1989.3,0.0434539091280565,0.0420062934493572,0.0398332396231964,0.0371628385977515,0.0356329413271805,0.0340864333580162,0.0334530191340036,0.0331600630145313
1989.4,0.0385405223490513,0.0375360965794365,0.0360087544018804,0.0341087915387484,0.0330320300648678,0.0320240944698872,0.0317175816139878,0.0317430558706903
1990.1,0.0369278166220825,0.036323022431154,0.0354313309672543,0.0343841406675792,0.0338342285066795,0.0333771292071182,0.0332837018141779,0.0333627347597061
1990.2,0.0408610177789666,0.0397688951045647,0.0382213641639459,0.0365109657529365,0.0356453212209379,0.0348684788845858,0.0345881245569414,0.0344721320535794
1990.3,0.0286518864144785,0.02872814792016,0.0289544817574212,0.0295035606011946,0.0300348315008909,0.030909756231702,0.0315606719255586,0.032245814454676
1990.4,0.0196778199400166,0.0201516724006646,0.0210341205231056,0.0225487943837628,0.0237813211439796,0.025644133684703,0.0269794661723195,0.0283951160673212
1991.1,0.0217285591625711,0.0222161334122485,0.0232785015556082,0.0253243741972863,0.027015190793512,0.0293871696247788,0.0308559501428499,0.0321468368209035
1991.2,0.020335868337596,0.0208737607333981,0.0220896216164951,0.0244879018100836,0.0264809276467704,0.0292534068395141,0.0309355655931754,0.0323707857943155
1991.3,0.0155584125497676,0.0162273140429131,0.0176107083312966,0.0201790612784995,0.02228460547814,0.0252875764521871,0.0272256006022557,0.029046681398942
1991.4,0.00126669231101335,0.00291079294766489,0.00586479853747945,0.0106338126186105,0.0142326355156326,0.0191461667146221,0.0222461133245689,0.0251439517464722
1992.1,0.00924893420190708,0.0105412973055465,0.0130497004340325,0.0174021401450836,0.0207813815083887,0.0253226785287425,0.0280281769653647,0.0303305946357649
1992.2,0.00157332681591841,0.00325847391925513,0.00636470274413807,0.011501046940527,0.0154059591196126,0.0206783469799108,0.0239100100932873,0.0268058625856224
1992.3,-0.00676600787647327,-0.00460684858786363,-0.000766579165069281,0.00535161131587419,0.0099150162468993,0.0160726740477879,0.0199047454819573,0.0234381981139826
1992.4,-0.00044193934254403,0.00141692526727299,0.00477000619694879,0.0101885368704253,0.0142537565529369,0.0197181659221483,0.0230733415351316,0.0260995678643309
1993.1,-0.00228969043829625,-0.000553489912533719,0.00255660534540911,0.0075706790511943,0.0113655182349009,0.0165936537824729,0.0199458322486743,0.0231484066893207
1993.2,-0.00578581033051265,-0.00389961622688211,-0.000636887146518154,0.00443391918317985,0.00821242848842851,0.0134640137754014,0.0169306215753977,0.020380278312128
1993.3,-0.00221810275778916,-0.000751024740710482,0.00184282880916852,0.00600180258880064,0.00919400834931241,0.0137701176703388,0.0168989928949331,0.0201215964250521
1993.4,-5.95815238942643E-05,0.00153994893564224,0.00434613478406244,0.00877843782882632,0.0121112629149304,0.0167477525197444,0.0197909621429831,0.0227880327311318
1994.1,0.0126186851105514,0.0134511431414688,0.0151550834467294,0.0182810059246281,0.0208149134567664,0.024377625154532,0.0266330389867334,0.0287070727698987
1994.2,0.0193709538139298,0.0198624789494108,0.0210167108136648,0.0233616960480127,0.0253463325851778,0.0281551040527909,0.0298997194449424,0.031438007030665
1994.3,0.0236140013575546,0.0239165037035818,0.0246952743068984,0.0263750099362719,0.0278374635899959,0.0299403343653688,0.0312603166406808,0.032427632834486
1994.4,0.0345412827789654,0.0340227612707831,0.0334825040384746,0.0333261573670128,0.0335571363497589,0.0341164081291643,0.034528554311264,0.0348907712311572
1995.1,0.0304339102420859,0.0300163083211153,0.0295595721312805,0.0293886966344777,0.0295769722078744,0.0301640430626366,0.0307263731814966,0.0314060385758296
1995.2,0.0206313570386256,0.0206577378343173,0.0207854683452825,0.021210378865976,0.021737375990372,0.0228634865575529,0.0239424475546412,0.0253578816756801
1995.3,0.0228564691392376,0.0226973476034035,0.0225546462443932,0.0226556367189308,0.0229900510016621,0.023882097153699,0.0248140274549654,0.0260808439870657
1995.4,0.0224184751962544,0.0222299366255389,0.0220247183804815,0.0220149008520759,0.0222717629602323,0.0230910440183849,0.0240152297525804,0.0253221497159782
1996.1,0.0251659163212387,0.0251413803357539,0.0252505291035435,0.0257458442887393,0.0263289266895224,0.0274116525432677,0.0283068599390342,0.0293486442470916
1996.2,0.0267428252406377,0.026697617555248,0.026795330090455,0.0273080289347539,0.0279061111506038,0.0289692694519696,0.0297992923803515,0.0307117205167159
1996.3,0.0287453253308681,0.0283725650231363,0.0280167327535149,0.0280458215525491,0.0284030598204728,0.0292343111872013,0.0299563644563331,0.0307906214708561
1996.4,0.0251364063062951,0.0250786783143636,0.025109074919566,0.0254501585187343,0.0259145715107269,0.0268623613170363,0.0277084015233816,0.0287500059277007
1997.1,0.0316678865930688,0.0311932355894499,0.0306433230674272,0.0303373318209977,0.0304286423732902,0.0308801376977908,0.0313489631766887,0.0319290662948266
1997.2,0.0305684305744711,0.0299729524345918,0.0292466055773761,0.0287425896555276,0.0287444413930306,0.0291638942275593,0.0296868934105939,0.0304009663587704
1997.3,0.0299554324601736,0.0294303696643855,0.028753416619311,0.028198136296037,0.0281111897898496,0.0284094688501993,0.0288902512665861,0.0296181311537273
1997.4,0.0326337100440677,0.0318696121076313,0.0307364390294763,0.0294148922407529,0.0287617620546521,0.0283648944778238,0.0284967044255733,0.0290064512100592
1998.1,0.0346030495880127,0.0337010239689525,0.0323835601967562,0.0308739590441627,0.0301230541465747,0.0295998513388694,0.0296303441206781,0.0300078780542674
1998.2,0.0332973477971681,0.032456392216696,0.0312068467027095,0.0297384505334375,0.0289963817814516,0.0284986829200122,0.0285779620710451,0.029047773293102
1998.3,0.0219442482110909,0.0216641965164496,0.021211592621562,0.0206804223656867,0.0205257002840144,0.0208786281929679,0.0216425095792761,0.0229722370965628
1998.4,0.0258906343113598,0.0254453355670437,0.0247920327375634,0.0240921621176756,0.0238571817778483,0.0240581776297718,0.024638857139226,0.0256745815379375
1999.1,0.029694394646839,0.0291405614550398,0.028399848391007,0.0277267837434975,0.027553779562588,0.0277631384766619,0.0282223271434465,0.0289732083548012
1999.2,0.028754614106175,0.028528113912429,0.0282954914113183,0.0282780469989065,0.0284936706872144,0.0290891091446314,0.0296804432529151,0.0304355642780364
1999.3,0.0297337690653829,0.0293991458134244,0.0290105091883281,0.028811228660734,0.0289239927535827,0.0294041715067906,0.0299311109191065,0.0306290497657006
1999.4,0.0362201650754879,0.0355502677644807,0.0346350408296452,0.0337140684129206,0.0333305608731221,0.0331289264669108,0.0331847864884011,0.0333754852936483
2000.1,0.041620460355217,0.0404623692145147,0.0386761457232861,0.0363878989254424,0.0350299479788315,0.0336389220276108,0.0330824172067828,0.03285859515747
2000.2,0.0369876150649614,0.0360718271146893,0.0346486687796955,0.0328248520383107,0.0317726595899008,0.0308063747083004,0.0305593583228102,0.0306900415991999
2000.3,0.0395918052539855,0.0383686218292292,0.0364124264773975,0.0337820240201454,0.0321735977219782,0.0305538628086512,0.0299926271548613,0.029940675321377
2000.4,0.0277363818728642,0.027224448031943,0.0263208442265623,0.0250015400973983,0.0242263114633385,0.0237211443959498,0.0239446685857446,0.0247700291927594
2001.1,0.0151857714801018,0.0156596580132923,0.01644012000832,0.0176479887630111,0.0186417134726419,0.0203374627405299,0.0217762483242485,0.0235573872550407
2001.2,0.00946341512434078,0.0104429030251929,0.0121593276227397,0.0148940468645485,0.0169997778946012,0.0200601864448301,0.0221945227781386,0.024430461504422
2001.3,-0.00168855604635121,-0.000296889443160996,0.0021756523201296,0.00616805160599877,0.00925352679514561,0.0137098639940912,0.0167830804773685,0.0199746212841221
2001.4,-0.00454812276363496,-0.00259892562670783,0.00088292836815973,0.00646620399533371,0.0106602077683888,0.0163717796135072,0.0199722934899906,0.0233435211535302
2002.1,5.28292417894885E-05,0.00181650631228488,0.00503050748318026,0.0102853384052898,0.0142601599654084,0.0196341383479237,0.022951552272592,0.0259600026559461
2002.2,-0.00829883806541033,-0.006062433966893,-0.00221752419595291,0.00368822962624186,0.00801916849540672,0.0138998135328637,0.0176578688996118,0.0212642925897193
2002.3,-0.0123139667172676,-0.0102541710051451,-0.00682279525811268,-0.00169880967013693,0.00207282162915179,0.00743991725739954,0.0111727208520627,0.0151299149894643
2002.4,-0.0135316966186861,-0.0113198156572818,-0.0076109603540606,-0.00204362291804374,0.00204314012601046,0.00778155991188139,0.0116874430242068,0.0157341771044088
